Market,Selection,BidType,Odds,Stake,ProfitLoss,Date 
12 February  / Torino v Pescara / Half Time/Full Time,Torino/Torino,Back,2.22,5,6.1,2/12/2017
12 February  / Torino v Pescara / Match Odds,Torino,Lay,1.2,5,-1,2/12/2017
12 February  / Torino v Pescara / Match Odds,Torino,Lay,1.05,2,-0.1,2/12/2017
12 February  / Torino v Pescara / Match Odds,Torino,Lay,1.05,2,-0.1,2/12/2017
12 February  / Torino v Pescara / Match Odds,Torino,Lay,1.02,5,-0.1,2/12/2017
12 February  / Villarreal v Malaga / Half Time,Malaga,Lay,1.27,4,-1.08,2/12/2017
12 February  / Villarreal v Malaga / Half Time,Malaga,Lay,1.08,2,-0.16,2/12/2017
12 February  / Villarreal v Malaga / Match Odds,Malaga,Lay,2.18,3,3,2/12/2017
12 February  / Villarreal v Malaga / Match Odds,Malaga,Lay,2.04,2,2,2/12/2017
12 February  / Villarreal v Malaga / Match Odds,Malaga,Back,7.6,1.15,-1.15,2/12/2017
12 February  / Villarreal v Malaga / Match Odds,Villarreal,Lay,6.2,0.29,0.29,2/12/2017
12 February  / Villarreal v Malaga / Match Odds,The Draw,Lay,1.64,1.13,-0.72,2/12/2017
12 February  / Wolfsburg v Hoffenheim / Match Odds,Wolfsburg,Lay,1.28,4,-1.12,2/12/2017
12 February  / Wolfsburg v Hoffenheim / Match Odds,Wolfsburg,Lay,1.02,4,-0.08,2/12/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.54,6,-6,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.02,2,-2,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,1.47,4.22,4.22,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.98,2,-2,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,1.67,2,2,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,4.2,1.78,1.78,2/13/2017
13 February  / Bournemouth v Man City / Over/Under 2.5 Goals,Under 2.5 Goals,Lay,1.15,2,-0.3,2/13/2017
13 February / Lazio v AC Milan / Half Time,The Draw,Lay,1.15,7,7,2/13/2017
13 February / Lazio v AC Milan / Half Time,Lazio,Lay,1.01,7.89,-0.08,2/13/2017
13 February / Lazio v AC Milan / Match Odds,Lazio,Lay,1.23,4,4,2/13/2017
13 February / Lazio v AC Milan / Match Odds,AC Milan,Lay,15,0.31,0.31,2/13/2017
13 February / Lazio v AC Milan / Match Odds,The Draw,Lay,1.35,3.61,-1.26,2/13/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,1.76,4,-4,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,1.79,2,-2,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,1.71,2,-2,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,2.5,2,-2,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,3.5,2,-2,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Lay,1.6,5,5,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Lay,1.63,2,2,2/14/2017
14 February / Benfica v Dortmund / Both teams to Score?,Yes,Back,3.5,2,-2,2/14/2017
14 February / Benfica v Dortmund / Half Time,The Draw,Lay,1.1,4,-0.4,2/14/2017
14 February / PSG v Barcelona / Both teams to Score?,Yes,Back,1.72,4,-4,2/14/2017
14 February / PSG v Barcelona / Both teams to Score?,Yes,Back,1.69,2,-2,2/14/2017
14 February / PSG v Barcelona / Both teams to Score?,Yes,Back,1.7,4,-4,2/14/2017
14 February / PSG v Barcelona / Both teams to Score?,No,Back,1.96,2,1.92,2/14/2017
14 February / PSG v Barcelona / Both teams to Score?,Yes,Back,3.5,2,-2,2/14/2017
15 February / Bayern Munich v Arsenal / Half Time,The Draw,Lay,1.23,5,-1.15,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 2.5 Goals,Under 2.5 Goals,Back,2.44,3,-3,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 2.5 Goals,Under 2.5 Goals,Back,2.38,2,-2,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.5,8.16,4.08,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 3.5 Goals,Under 3.5 Goals,Back,1.92,5,-5,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 5.5 Goals,Over 5.5 Goals,Back,1.79,3,2.37,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 5.5 Goals,Over 5.5 Goals,Back,2.84,2,3.68,2/15/2017
15 February / Bayern Munich v Arsenal / Over/Under 6.5 Goals,Under 6.5 Goals,Lay,1.06,3,-0.18,2/15/2017
15 February / Real Madrid v Napoli / Correct Score,3-1,Lay,3.8,2,-5.6,2/15/2017
15 February / Real Madrid v Napoli / Correct Score,3-1,Lay,1.67,2,-1.34,2/15/2017
15 February / Real Madrid v Napoli / Correct Score,3-1,Lay,1.48,2,-0.96,2/15/2017
15 February / Real Madrid v Napoli / Correct Score,3-1,Lay,1.14,2,-0.28,2/15/2017
15 February / Real Madrid v Napoli / Half Time,The Draw,Lay,1.23,5,-1.15,2/15/2017
16 February / Anderlecht v Zenit / Correct Score,3-1,Lay,1.76,5,-3.8,2/16/2017
16 February / Anderlecht v Zenit / Match Odds,Zenit,Back,2.72,6,-6,2/16/2017
16 February / Anderlecht v Zenit / Match Odds,Zenit,Back,6.2,4,-4,2/16/2017
16 February / Anderlecht v Zenit / Match Odds,Zenit,Back,6.4,2,-2,2/16/2017
16 February / Anderlecht v Zenit / Match Odds,Anderlecht,Lay,1.17,12,-2.04,2/16/2017
16 February / Anderlecht v Zenit / Match Odds,Anderlecht,Lay,1.13,7,-0.91,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Astra Giurgiu,Back,3.3,3,-3,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Genk,Lay,1.6,3,3,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Astra Giurgiu,Lay,3.8,2.57,2.57,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Genk,Back,3,1.61,-1.61,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Astra Giurgiu,Back,3.8,2,-2,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,Genk,Lay,1.1,2,2,2/16/2017
16 February / Astra Giurgiu v Genk / Match Odds,The Draw,Lay,1.15,2,-0.3,2/16/2017
16 February / Athletic Bilbao v APOEL / Match Odds,Athletic Bilbao,Back,1.6,10,6,2/16/2017
16 February / Athletic Bilbao v APOEL / Match Odds,Athletic Bilbao,Lay,1.11,9,-0.99,2/16/2017
16 February / Celta Vigo v Shakhtar Donetsk / Match Odds,Shakhtar Donetsk,Lay,1.7,7,-4.9,2/16/2017
16 February / Celta Vigo v Shakhtar Donetsk / Match Odds,Shakhtar Donetsk,Back,1.58,7.57,4.39,2/16/2017
16 February / FC Krasnodar v Fenerbahce / Half Time,FC Krasnodar,Lay,1.2,5,-1,2/16/2017
16 February / FC Krasnodar v Fenerbahce / Match Odds,FC Krasnodar,Lay,1.15,2,-0.3,2/16/2017
16 February / Gent v Tottenham / Match Odds,Tottenham,Back,1.83,10,-10,2/16/2017
16 February / Gent v Tottenham / Match Odds,Tottenham,Back,2.44,2,-2,2/16/2017
16 February / Gent v Tottenham / Match Odds,Gent,Lay,1.64,5,-3.2,2/16/2017
16 February / Gent v Tottenham / Match Odds,Gent,Lay,1.35,2,-0.7,2/16/2017
16 February / Gent v Tottenham / Match Odds,Gent,Lay,1.42,5,-2.1,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Back,2.96,6.06,11.88,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Back,2.94,2,3.88,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Lay,1.55,3,-1.65,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Back,3.94,2,5.88,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Lay,1.44,18.65,-8.21,2/16/2017
16 February / Hapoel Beer Sheva v Besiktas / Match Odds,Besiktas,Lay,1.1,10,-1,2/16/2017
16 February / Legia Warsaw v Ajax / Match Odds,Ajax,Back,2.82,3,-3,2/16/2017
16 February / Legia Warsaw v Ajax / Match Odds,Legia Warsaw,Back,7.2,2,-2,2/16/2017
16 February / Legia Warsaw v Ajax / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.1,3,-3,2/16/2017
16 February / Legia Warsaw v Ajax / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.1,7,-7,2/16/2017
16 February / Ludogorets v FC Copenhagen / Match Odds,Ludogorets,Back,2.72,5,-5,2/16/2017
16 February / Ludogorets v FC Copenhagen / Match Odds,Ludogorets,Back,2.74,5,-5,2/16/2017
16 February / Ludogorets v FC Copenhagen / Match Odds,FC Copenhagen,Lay,1.63,10,-6.3,2/16/2017
16 February / Man Utd v St Etienne / Half Time/Full Time,Man Utd/Man Utd,Back,2,5,5,2/16/2017
16 February / Mgladbach v Fiorentina / Match Odds,Fiorentina,Lay,1.63,8,-5.04,2/16/2017
16 February / Mgladbach v Fiorentina / Match Odds,Fiorentina,Lay,1.29,2,-0.58,2/16/2017
16 February / Olympiakos v Osmanlispor / Match Odds,Olympiakos,Back,1.71,10,-10,2/16/2017
16 February / Olympiakos v Osmanlispor / Match Odds,Olympiakos,Back,2.34,2,-2,2/16/2017
16 February / Olympiakos v Osmanlispor / Match Odds,Olympiakos,Back,3.25,2,-2,2/16/2017
16 February / Olympiakos v Osmanlispor / Match Odds,Osmanlispor,Back,5,3,-3,2/16/2017
16 February / PAOK v Schalke / Match Odds,Schalke,Back,2.14,3,3.42,2/16/2017
16 February / PAOK v Schalke / Match Odds,Schalke,Lay,1.39,2.15,-0.84,2/16/2017
16 February / PAOK v Schalke / Match Odds,Schalke,Lay,1.24,2.74,-0.66,2/16/2017
16 February / Rostov v Sparta Prague / Correct Score,3-0,Lay,2.32,2,2,2/16/2017
16 February / Rostov v Sparta Prague / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.52,6,9.12,2/16/2017
16 February / Rostov v Sparta Prague / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.96,2,3.92,2/16/2017
16 February / Rostov v Sparta Prague / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,3.05,4.95,-10.15,2/16/2017
